사건,시간대,위치,대화 묶음,id,startObject,npcFrom,desc,반복성,대사 조건,status,parent,rewards,단서 루트 해금,발생 여부,새로운 이벤트
53,71,132,2064,2,1110,1109,나도 그런줄 알았는 데 어제 밤에 사람이 들어가더라니까! 근데 생긴게 왜그리 음침한지.,3,,0,2,,,,
53,71,132,2065,0,1109,1000,안녕하세요. 요즘에 이상한 일이나 수상한 사람을 본적이 있으신가요?,2,,0,1,,,,
53,71,132,2065,1,1109,1109,이상한 일은 딱히 없었는데$ 수상해 보이는 사람은…,2,,0,2,,,,
53,71,132,2065,2,1109,1000,수상한 사람이 있었나요?,2,,0,3,,,,
53,71,132,2065,3,1109,1109,"수상하다기 보단 음침하달까… 나는 저쪽 집에 사람도 안사는 줄 알았는데$ 어떤 음침한 남자가 어젯밤에 들어가더라니까요.
어제 그 모습 보고 심장 떨어질뻔 했다우!",2,,0,4,,,,
53,71,132,2065,4,1109,1000,음침한 남자라…감사합니다.,2,,0,4,,,,
53,71,132,2066,0,1109,1110,에휴$ 그렇게 좋으신 분이 살해당했다니… 아직도 믿기지 않아…,3,,0,1,,,,
53,71,132,2066,1,1109,1109,그러게 말일세. 요즘 세상에 그렇게 착하신 사람도 없는데… 아니 그럼 총장님이 후원해주고 있는 아이들은 어떻게 된데?,3,,0,2,,,,
53,71,132,2066,2,1109,1110,음... 아마 륑 자작님이 데려가겠지? 고아원을 운영하고 계시니까.,3,,0,3,,,,
53,71,132,2066,3,1109,1109,그러네! 아휴…진짜 이게 무슨 일인지. 그나마 좋으신 분들이 많아서 다행이야.,3,,0,3,,,,
53,71,132,2067,0,1110,1109,공원에 좀 뭔가가 많았으면 좋겠군. 지금은 너무 휑해.,3,,0,1,,,,
53,71,132,2067,1,1110,1110,"에이. 아직 생긴지 몇 년 안됐잖아? 그러고 보니 저기에 공원이 생기기 전에 뭐가 있었던 거지?
부지가 엄청 넓던데.",3,,0,2,,,,
53,71,132,2067,2,1110,1109,공원? 아아 그거 아내가 궁금해서 부동산 사람한테 물어봤다는데$ 원래는 총장님의 집이 거기에 있었다는군!,3,,0,3,,,,
53,71,132,2067,3,1110,1110,총장님 집? 아$ 하긴 총장님도 처음부터 부자는 아니었으니… 그분도 평민이셨으니 여기 살았었겠군.,3,,0,4,,,,
53,71,132,2067,4,1110,1109,성공하셨지. 그리고 많은 사람들한테 촉망도 받고. 좋은 인생을 사셨어.,3,,0,4,,,,
53,71,132,2068,0,1110,1109,오늘 시장에 갔다가 깜짝 놀랬지 뭔가!,4,,0,1,,,1,218
53,71,132,2068,1,1110,1110,무슨일 있었나?,4,,0,2,,,,
53,71,132,2068,2,1110,1109,"그그 음침하게 생긴 남자! 시장 골목에 조용히 서있더라니까! 갑자기 눈이 마주쳤는데 깜짝 놀라서 다 떨어뜨렸어!
도대체 그런 곳에서 뭘하는 건지!",4,,0,2,,,,
53,71$72$73$74,132,2069,0,1110,1109,그 소식 들었나?,3,,0,1,,,,
53,71$72$73$74,132,2069,1,1110,1110,그래…하늘도 무심하시지. 그렇게 좋은 분을.,3,,0,2,,,,
53,71$72$73$74,132,2069,2,1110,1109,그러니까. 죽어 마땅한 놈만 거둬가실 것이지.,3,,0,3,,,,
53,71$72$73$74,132,2069,3,1110,1000,…그러게 말이에요.,3,,0,3,,,,
53,71,132,2070,0,1109,1110,별 괴상한 놈을 다 보겠구만.,2,,0,1,,,,
53,71,132,2070,1,1109,1109,그러니까…아$수사관님 아니십니까! 마침 잘 오셨어요,2,,0,2,,,,
53,71,132,2070,2,1109,1000,안녕하세요. 무슨 일 있으신가요?,2,,0,3,,,,
53,71,132,2070,3,1109,1110,아니 글쎄$ 요새 왠 이상한 놈이 동네를 활보하지 뭡니까.,2,,0,4,,,,
53,71,132,2070,4,1109,1109,안 그래도 그 일 때문에 집값이 떨어졌는데…,2,,0,5,,,,
53,71,132,2070,5,1109,1110,가만히 냅두면 뭔 일 낼 놈이 분명해. 그럴 눈이었다니까?,2,,0,6,,,,
53,71,132,2070,6,1109,1109,어쩌면 이미 저질렀는지도 모르지…,2,,0,7,,,,
53,71,132,2070,7,1109,1110,"아무튼$ 다들 걱정이 이만저만이 아니에요. 
수사관님이 어떻게 좀 해주세요.",2,,0,8,,,,
53,71,132,2070,8,1109,1109,에휴$ 이게 다 총장님이 안 계셔서 그렇다니까…,2,,0,8,,,,
53,71$72$73$74,132,2071,0,1109,1110,오늘은 한가롭구먼.,3,,0,1,,,,
53,71$72$73$74,132,2071,1,1109,1109,뭘 새삼스레$ 자네는 매일 한가롭잖나.,3,,0,2,,,,
53,71$72$73$74,132,2071,2,1109,1110,자네도 마찬가지지 않나?,3,,0,3,,,,
53,71$72$73$74,132,2071,3,1109,1109,그야 그렇지. 술이나 한 잔 하러 갈까?,3,,0,4,,,,
53,71$72$73$74,132,2071,4,1109,1110,좋지$좋아.,3,,0,4,,,,
53,71$72$73$74,132,2072,0,1110,1109,아휴$ 요새 아내가 이사를 가자고 성화야.,3,,0,1,,,,
53,71$72$73$74,132,2072,1,1110,1110,그야 불안할 만 하지. 또 살인사건이 일어날 수도 있지 않나.,3,,0,2,,,,
53,71$72$73$74,132,2072,2,1110,1109,아$ 집이 팔려야 어딜 가든 말든 하지.,3,,0,3,,,,
53,71$72$73$74,132,2072,3,1110,1110,집값이 또 떨어졌다지? 팔려도 손해가 이만저만이 아니니…,3,,0,4,,,,
53,71$72$73$74,132,2072,4,1110,1109,에이$ 술이나 한잔 하러가자고.,3,,0,5,,,,
53,71$72$73$74,132,2072,5,1110,1110,좋지$좋아.,3,,0,5,,,,
53,71$72$73$74,132,2073,0,1110,1109,연쇄살인 말이야. 내가 엄청난걸 알아냈네. ,3,,0,1,,,,
53,71$72$73$74,132,2073,1,1110,1110,자네가 무슨 수로?,3,,0,2,,,,
53,71$72$73$74,132,2073,2,1110,1109,들어봐$ 총장님은 아이들을 거두셨고$ 레이나도 아이들을 잘 돌보곤 하지 않았나.,3,,0,3,,,,
53,71$72$73$74,132,2073,3,1110,1110,그래서?,3,,0,4,,,,
53,71$72$73$74,132,2073,4,1110,1109,범인은 아이를 싫어하는 자인 게지!,3,,0,5,,,,
53,71$72$73$74,132,2073,5,1110,1110,시덥잖은 추리 말고 술이나 마시러 가세나.,3,,0,5,,,,
53,74,111,2032,0,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1101,큰일이에요! 아이가 쓰러졌어요! 도와주세요! 누가 사제님 좀 불러주세요…!,2,2054,0,1,아이의 죽음,,,
53,74,111,2032,1,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1000,무슨일이에요?,2,,0,2,,,,
53,74,111,2032,2,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1101,갑자기 아이가 쓰러졌어요! 도와주세요! 흐윽,2,,0,3,,,,
53,74,111,2032,3,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1002,잠시만요. 비켜주세요! 제가 한번 볼게요. ,2,,0,4,,,,
53,74,111,2032,4,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1101,사..사제님..제발 도와주세요!,2,,0,5,,,,
53,74,111,2032,5,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,X,…(침묵),2,,0,6,,,,
53,74,111,2032,6,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1002,"모두들 집으로 돌아가시는게 좋겠습니다. 그리고…죄송합니다.
어머님도 집으로 돌아가세요.",2,,0,7,,,,
53,74,111,2032,7,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1101,네? 그게 무슨 말씀이세요? 설마…,2,,0,8,,,,
53,74,111,2032,8,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1002,…… 도울 방도가 없어서 죄송합니다. 아이가 좋은 곳으로 가길…축복해드리겠습니다.,2,,0,9,,,,
53,74,111,2032,9,이벤트로 인해 자동으로 시작되는 대사임으로 해당 대화는 startObject가 없음,1101,흐윽….아가…!,2,,0,9,,,,
53,72,113,2033,0,1104,1104,아가씨 내가 오래 살면서 느낀게 있어요. ,3,,0,1,,,,
53,72,113,2033,1,1104,1000,그게 뭔가요?,3,,0,2,,,,
53,72,113,2033,2,1104,1104,"오랜 삶을 살다보니 이젠 대화를 하기만해도$ 그리고 눈을 보기만해도 그 사람이 어떤사람인지 알거같더라구요.
저 사람은 늘 근심이 많고$ 또 저 사람은 즐거워 보이지만 그렇지않고…",3,,0,3,,,,
53,72,113,2033,3,1104,1000,그런가요?,3,,0,4,,,,
53,72,113,2033,4,1104,1104,그리고 당신은… 늘 웃고 있네요. ,3,,0,4,,,,
53,72,"안열리는 ""주민""집 전부",2034,0,후에 오브젝트 번호로 교체,1012,"한 가정집의 문이다. 꼭 잠겨 있어서 열 수 없다.
… 남의 집에 허락 없이 들어가선 안돼요.",3,,0,0,,,,
53,71$72$73$74,123,2035,0,후에 오브젝트 번호로 교체,1012,분수대이다. 만들어진지 얼마 안된것인지 매우 깨끗하다.,3,,0,0,,,,
53,72,123,2036,0,후에 오브젝트 번호로 교체,1012,분수대 안에서 무언가 반짝인다. 메르테는 소매를 걷어 올린 후$ 반짝이는 무언가를 꺼냈다.,2,,0,1,,,,
53,72,123,2036,1,후에 오브젝트 번호로 교체,1012,분수대에서 꺼낸 것은 바로 반지었다. 누구의 반지인 것일까?,2,,0,1,,,,
53,71$72$73$74,112,2041,0,후에 오브젝트 번호로 교체,1012,나무로된 표지판이다. 오른쪽에 공원이 있다고 알려주고 있다.,3,,0,0,,,,
53,71$72$73$74,122,2041,0,후에 오브젝트 번호로 교체,1012,나무로된 표지판이다. 오른쪽에 공원이 있다고 알려주고 있다.,3,,0,0,,,,
53,71$72$73$74,123,2037,0,후에 오브젝트 번호로 교체,1012,나뭇잎이 무성히 자라 아름답다. 메르테는 한동안 나무를 응시했다. 그리곤 다시 고개를 돌렸다.,3,,0,0,,,,
53,조건 미충족 내내,133,2038,0,후에 오브젝트 번호로 교체,1012,왜인지 이곳에만 집이 하나이다. 집 옆에 있는 커다란 나무가 마치 그 집을 지켜주고 있는 것같다. 메르테는 집에 불이 꺼진것을 확인하더니 다시 돌아갔다.,2,,0,0,,,,
53,71$72$73$74,133,2039,0,후에 오브젝트 번호로 교체,1012,우체통이다. 안에는 각종 통지서들이 가득 쌓여 있다. 집 주인은 집에 자주 오지 않는 것 같다. 그렇지 않고서야 이렇게 우편물이 쌓일리가…,3,,0,0,,,,
53,72,113,2040,0,1102,1102,소꿉놀이 하자아아아! 리리는 소꿉놀이 하고싶단 말이야!,2,,0,1,풍선과 배,,,
53,72,113,2040,1,1102,1103,싫어! 저번에도 그거했잖아...! 이번엔 내가 하고싶은거 하고 놀아야지!,2,,0,2,,,,
53,72,113,2040,2,1102,1102,싫어! 리리는 다른건 재미없단 말이야!,2,,0,3,,,,
53,72,113,2040,3,1102,1103,아니야! 엄청 재밌을걸!,2,,0,4,,,,
53,72,113,2040,4,1102,1102,…그게 뭔데?,2,,0,5,,,,
53,72,113,2040,5,1102,1103,저어기 항구에 매달 둘째주마다 엄청 큰 배가 온대! 우리 구경가자,2,,0,6,,,,
53,72,113,2040,6,1102,1102,하지마안…표가 없으면 배에 못탄다구 그랬어 우리 엄마가,2,,0,7,,,,
53,72,113,2040,7,1102,1103,괜찮아! 풍선 아저씨가 구경시켜주신다고 그랬어!,2,,0,8,,,,
53,72,113,2040,8,1102,1102,정말? 그래! 가보자!,2,,0,8,,,,
53,72,113,2074,0,1103,1102,소꿉놀이 하자아아아! 리리는 소꿉놀이 하고싶단 말이야!,2,,0,1,풍선과 배,,,
53,72,113,2074,1,1103,1103,싫어! 저번에도 그거했잖아...! 이번엔 내가 하고싶은거 하고 놀아야지!,2,,0,2,,,,
53,72,113,2074,2,1103,1102,싫어! 리리는 다른건 재미없단 말이야!,2,,0,3,,,,
53,72,113,2074,3,1103,1103,아니야! 엄청 재밌을걸!,2,,0,4,,,,
53,72,113,2074,4,1103,1102,…그게 뭔데?,2,,0,5,,,,
53,72,113,2074,5,1103,1103,저어기 항구에 매달 둘째주마다 엄청 큰 배가 온대! 우리 구경가자,2,,0,6,,,,
53,72,113,2074,6,1103,1102,하지마안…표가 없으면 배에 못탄다구 그랬어 우리 엄마가,2,,0,7,,,,
53,72,113,2074,7,1103,1103,괜찮아! 풍선 아저씨가 구경시켜주신다고 그랬어!,2,,0,8,,,,
53,72,113,2074,8,1103,1102,정말? 그래! 가보자!,2,,0,8,,,,
